Plant,Posting Date,Pounds,Material Number,Description
1596,5/2/21,92000,10098560142,Chicken Fat with BHA 1000
1596,5/2/21,3350,10098766000,Dried Chicken Cartilage Mix
1596,5/3/21,71697,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,5/3/21,47673,10098560142,Chicken Fat with BHA 1000
1596,5/3/21,12420,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,5/3/21,1750,10098766000,Dried Chicken Cartilage Mix
1596,5/3/21,112980,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,5/3/21,138040,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,5/4/21,140690,10060570145,Hydrolyzed Chicken Feather Meal
1596,5/4/21,230340,10098560142,Chicken Fat with BHA 1000
1596,5/4/21,246000,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,5/4/21,1650,10098766000,Dried Chicken Cartilage Mix
1596,5/4/21,199620,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,5/4/21,46000,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,5/4/21,20,10268190142,Premium Chicken Fat with BHA 1000
1596,5/5/21,248910,10060570145,Hydrolyzed Chicken Feather Meal
1596,5/5/21,89920,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,5/5/21,45920,10098560142,Chicken Fat with BHA 1000
1596,5/5/21,197380,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,5/5/21,1500,10098766000,Dried Chicken Cartilage Mix
1596,5/6/21,91030,10060570145,Hydrolyzed Chicken Feather Meal
1596,5/6/21,89860,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,5/6/21,184020,10098560142,Chicken Fat with BHA 1000
1596,5/6/21,401240,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,5/6/21,1750,10098766000,Dried Chicken Cartilage Mix
1596,5/6/21,150940,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,5/6/21,35282,10230361991,Premium Chicken Fat
1596,5/6/21,92020,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,5/7/21,48040,10060570145,Hydrolyzed Chicken Feather Meal
1596,5/7/21,92040,10098560142,Chicken Fat with BHA 1000
1596,5/7/21,194680,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,5/7/21,1750,10098766000,Dried Chicken Cartilage Mix
1596,5/7/21,203740,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,5/7/21,92000,10230361991,Premium Chicken Fat
1596,5/7/21,92020,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,5/8/21,293550,10060570145,Hydrolyzed Chicken Feather Meal
1596,5/8/21,68871,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,5/8/21,267308,10098560142,Chicken Fat with BHA 1000
1596,5/8/21,463000,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,5/8/21,1600,10098766000,Dried Chicken Cartilage Mix
1596,5/8/21,326620,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,5/8/21,473086,10230361991,Premium Chicken Fat
1596,5/8/21,46000,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,5/9/21,46000,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,5/10/21,192500,10060570145,Hydrolyzed Chicken Feather Meal
1596,5/10/21,92020,10098560142,Chicken Fat with BHA 1000
1596,5/10/21,248740,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,5/10/21,1550,10098766000,Dried Chicken Cartilage Mix
1596,5/10/21,151380,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,5/10/21,92020,10230361991,Premium Chicken Fat
1596,5/11/21,52040,10060570145,Hydrolyzed Chicken Feather Meal
1596,5/11/21,46320,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,5/11/21,46080,10098560142,Chicken Fat with BHA 1000
1596,5/11/21,1750,10098766000,Dried Chicken Cartilage Mix
1596,5/11/21,46040,10230361991,Premium Chicken Fat
1596,5/11/21,46000,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,5/12/21,8632,10098560142,Chicken Fat with BHA 1000
1596,5/12/21,31200,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,5/12/21,1750,10098766000,Dried Chicken Cartilage Mix
1596,5/12/21,72200,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,5/12/21,46000,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,5/13/21,92370,10060570145,Hydrolyzed Chicken Feather Meal
1596,5/13/21,229980,10098560142,Chicken Fat with BHA 1000
1596,5/13/21,146220,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,5/13/21,1450,10098766000,Dried Chicken Cartilage Mix
1596,5/13/21,100120,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,5/13/21,46000,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,5/14/21,50540,10060570145,Hydrolyzed Chicken Feather Meal
1596,5/14/21,182620,10098560142,Chicken Fat with BHA 1000
1596,5/14/21,147840,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,5/14/21,1250,10098766000,Dried Chicken Cartilage Mix
1596,5/14/21,153780,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,5/14/21,91740,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,5/15/21,283520,10060570145,Hydrolyzed Chicken Feather Meal
1596,5/15/21,245015,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,5/15/21,225396,10098560142,Chicken Fat with BHA 1000
1596,5/15/21,734620,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,5/15/21,1350,10098766000,Dried Chicken Cartilage Mix
1596,5/15/21,268714,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,5/15/21,179801,10230361991,Premium Chicken Fat
1596,5/16/21,46000,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,5/16/21,149660,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,5/16/21,49300,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,5/17/21,90340,10098560142,Chicken Fat with BHA 1000
1596,5/17/21,200860,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,5/17/21,1500,10098766000,Dried Chicken Cartilage Mix
1596,5/17/21,50240,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,5/17/21,46000,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,5/18/21,50020,10060570145,Hydrolyzed Chicken Feather Meal
1596,5/18/21,50704,10098560142,Chicken Fat with BHA 1000
1596,5/18/21,47060,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,5/18/21,1650,10098766000,Dried Chicken Cartilage Mix
1596,5/18/21,52240,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,5/18/21,32954,10230361991,Premium Chicken Fat
1596,5/19/21,8460,10060570145,Hydrolyzed Chicken Feather Meal
1596,5/19/21,92020,10098560142,Chicken Fat with BHA 1000
1596,5/19/21,1400,10098766000,Dried Chicken Cartilage Mix
1596,5/19/21,46000,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,5/20/21,149240,10060570145,Hydrolyzed Chicken Feather Meal
1596,5/20/21,6694,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,5/20/21,183820,10098560142,Chicken Fat with BHA 1000
1596,5/20/21,209100,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,5/20/21,1750,10098766000,Dried Chicken Cartilage Mix
1596,5/20/21,122292,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,5/20/21,4239,10230361991,Premium Chicken Fat
1596,5/20/21,138020,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,5/21/21,92340,10060570145,Hydrolyzed Chicken Feather Meal
1596,5/21/21,184000,10098560142,Chicken Fat with BHA 1000
1596,5/21/21,197120,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,5/21/21,1550,10098766000,Dried Chicken Cartilage Mix
1596,5/21/21,156854,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,5/21/21,138020,10230361991,Premium Chicken Fat
1596,5/21/21,46000,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,5/22/21,335080,10060570145,Hydrolyzed Chicken Feather Meal
1596,5/22/21,171220,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,5/22/21,273579,10098560142,Chicken Fat with BHA 1000
1596,5/22/21,529600,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,5/22/21,1050,10098766000,Dried Chicken Cartilage Mix
1596,5/22/21,392016,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,5/22/21,362307,10230361991,Premium Chicken Fat
1596,5/22/21,46000,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,5/23/21,50020,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,5/23/21,50020,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,5/24/21,96800,10060570145,Hydrolyzed Chicken Feather Meal
1596,5/24/21,138000,10098560142,Chicken Fat with BHA 1000
1596,5/24/21,298320,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,5/24/21,300,10098766000,Dried Chicken Cartilage Mix
1596,5/24/21,148820,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,5/24/21,46040,10230361991,Premium Chicken Fat
1596,5/25/21,48020,10060570145,Hydrolyzed Chicken Feather Meal
1596,5/25/21,46020,10098560142,Chicken Fat with BHA 1000
1596,5/25/21,1600,10098766000,Dried Chicken Cartilage Mix
1596,5/25/21,50100,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,5/25/21,46000,10230361991,Premium Chicken Fat
1596,5/26/21,11180,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,5/26/21,20780,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,5/26/21,1700,10098766000,Dried Chicken Cartilage Mix
1596,5/26/21,92000,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,5/27/21,48220,10060570145,Hydrolyzed Chicken Feather Meal
1596,5/27/21,230041,10098560142,Chicken Fat with BHA 1000
1596,5/27/21,197180,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,5/27/21,1600,10098766000,Dried Chicken Cartilage Mix
1596,5/27/21,137840,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,5/28/21,293840,10060570145,Hydrolyzed Chicken Feather Meal
1596,5/28/21,46440,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,5/28/21,183980,10098560142,Chicken Fat with BHA 1000
1596,5/28/21,96920,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,5/28/21,850,10098766000,Dried Chicken Cartilage Mix
1596,5/28/21,62624,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,5/28/21,46073,10230361991,Premium Chicken Fat
1596,5/29/21,139650,10060570145,Hydrolyzed Chicken Feather Meal
1596,5/29/21,150264,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,5/29/21,282003,10098560142,Chicken Fat with BHA 1000
1596,5/29/21,637000,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,5/29/21,1250,10098766000,Dried Chicken Cartilage Mix
1596,5/29/21,459784,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,5/29/21,433767,10230361991,Premium Chicken Fat
1596,5/29/21,46000,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,5/30/21,50060,10060570145,Hydrolyzed Chicken Feather Meal
1596,5/30/21,45980,10098560142,Chicken Fat with BHA 1000
1596,5/30/21,157240,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,5/30/21,47400,10230361991,Premium Chicken Fat
1596,5/30/21,50000,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,5/31/21,100000,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,6/1/21,50932,10060570145,Hydrolyzed Chicken Feather Meal
1596,6/1/21,50000,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,6/1/21,950,10098766000,Dried Chicken Cartilage Mix
1596,6/1/21,100620,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/2/21,36597,10098560142,Chicken Fat with BHA 1000
1596,6/2/21,450,10098766000,Dried Chicken Cartilage Mix
1596,6/3/21,185590,10060570145,Hydrolyzed Chicken Feather Meal
1596,6/3/21,169096,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,6/3/21,184000,10098560142,Chicken Fat with BHA 1000
1596,6/3/21,212460,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,6/3/21,146076,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/3/21,46000,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,6/4/21,46240,10060570145,Hydrolyzed Chicken Feather Meal
1596,6/4/21,184020,10098560142,Chicken Fat with BHA 1000
1596,6/4/21,248540,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,6/4/21,101980,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/4/21,46040,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,6/5/21,202350,10060570145,Hydrolyzed Chicken Feather Meal
1596,6/5/21,56349,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,6/5/21,200352,10098560142,Chicken Fat with BHA 1000
1596,6/5/21,551020,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,6/5/21,300202,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/5/21,430728,10230361991,Premium Chicken Fat
1596,6/5/21,46160,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,6/6/21,92000,10098560142,Chicken Fat with BHA 1000
1596,6/6/21,48140,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/7/21,96220,10060570145,Hydrolyzed Chicken Feather Meal
1596,6/7/21,92020,10098560142,Chicken Fat with BHA 1000
1596,6/7/21,200140,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,6/7/21,1050,10098766000,Dried Chicken Cartilage Mix
1596,6/7/21,149140,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/7/21,26493,10230361991,Premium Chicken Fat
1596,6/8/21,45980,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,6/8/21,46380,10098560142,Chicken Fat with BHA 1000
1596,6/8/21,50400,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,6/8/21,151000,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/8/21,46000,10230361991,Premium Chicken Fat
1596,6/8/21,46000,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,6/9/21,32511,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,6/9/21,29808,10098560142,Chicken Fat with BHA 1000
1596,6/9/21,2400,10098766000,Dried Chicken Cartilage Mix
1596,6/9/21,45960,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,6/10/21,229190,10060570145,Hydrolyzed Chicken Feather Meal
1596,6/10/21,46020,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,6/10/21,227320,10098560142,Chicken Fat with BHA 1000
1596,6/10/21,236900,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,6/10/21,1450,10098766000,Dried Chicken Cartilage Mix
1596,6/10/21,98678,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/11/21,192240,10060570145,Hydrolyzed Chicken Feather Meal
1596,6/11/21,275980,10098560142,Chicken Fat with BHA 1000
1596,6/11/21,347740,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,6/11/21,1350,10098766000,Dried Chicken Cartilage Mix
1596,6/11/21,203240,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/11/21,138300,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,6/12/21,208050,10060570145,Hydrolyzed Chicken Feather Meal
1596,6/12/21,231657,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,6/12/21,227569,10098560142,Chicken Fat with BHA 1000
1596,6/12/21,521040,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,6/12/21,800,10098766000,Dried Chicken Cartilage Mix
1596,6/12/21,218234,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/12/21,285812,10230361991,Premium Chicken Fat
1596,6/13/21,100000,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,6/13/21,51440,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/13/21,46120,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,6/14/21,145480,10060570145,Hydrolyzed Chicken Feather Meal
1596,6/14/21,90500,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,6/14/21,250320,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,6/14/21,1600,10098766000,Dried Chicken Cartilage Mix
1596,6/14/21,98280,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/14/21,46840,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,6/15/21,50040,10060570145,Hydrolyzed Chicken Feather Meal
1596,6/15/21,138000,10098560142,Chicken Fat with BHA 1000
1596,6/15/21,1550,10098766000,Dried Chicken Cartilage Mix
1596,6/15/21,80446,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/15/21,29912,10230361991,Premium Chicken Fat
1596,6/15/21,46000,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,6/16/21,141051,10098560142,Chicken Fat with BHA 1000
1596,6/16/21,1500,10098766000,Dried Chicken Cartilage Mix
1596,6/16/21,97460,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/17/21,180070,10060570145,Hydrolyzed Chicken Feather Meal
1596,6/17/21,184060,10098560142,Chicken Fat with BHA 1000
1596,6/17/21,174780,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,6/17/21,1200,10098766000,Dried Chicken Cartilage Mix
1596,6/17/21,152280,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/17/21,46180,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,6/18/21,138280,10060570145,Hydrolyzed Chicken Feather Meal
1596,6/18/21,46040,10098560142,Chicken Fat with BHA 1000
1596,6/18/21,151120,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,6/18/21,450,10098766000,Dried Chicken Cartilage Mix
1596,6/18/21,254760,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/18/21,36328,10230361991,Premium Chicken Fat
1596,6/18/21,92000,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,6/19/21,194500,10060570145,Hydrolyzed Chicken Feather Meal
1596,6/19/21,107696,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,6/19/21,472106,10098560142,Chicken Fat with BHA 1000
1596,6/19/21,607760,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,6/19/21,1100,10098766000,Dried Chicken Cartilage Mix
1596,6/19/21,256902,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/19/21,402360,10230361991,Premium Chicken Fat
1596,6/19/21,46000,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,6/20/21,46000,10230361991,Premium Chicken Fat
1596,6/21/21,45940,10060570145,Hydrolyzed Chicken Feather Meal
1596,6/21/21,92020,10098560142,Chicken Fat with BHA 1000
1596,6/21/21,195320,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,6/21/21,1350,10098766000,Dried Chicken Cartilage Mix
1596,6/21/21,149540,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/21/21,46000,10230361991,Premium Chicken Fat
1596,6/21/21,91940,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,6/22/21,126054,10098560142,Chicken Fat with BHA 1000
1596,6/22/21,1550,10098766000,Dried Chicken Cartilage Mix
1596,6/23/21,1960,10060570145,Hydrolyzed Chicken Feather Meal
1596,6/23/21,1700,10098766000,Dried Chicken Cartilage Mix
1596,6/23/21,142358,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/24/21,234260,10060570145,Hydrolyzed Chicken Feather Meal
1596,6/24/21,181380,10098560142,Chicken Fat with BHA 1000
1596,6/24/21,187320,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,6/24/21,1750,10098766000,Dried Chicken Cartilage Mix
1596,6/24/21,98460,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/24/21,92240,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,6/25/21,100540,10060570145,Hydrolyzed Chicken Feather Meal
1596,6/25/21,19267,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,6/25/21,137920,10098560142,Chicken Fat with BHA 1000
1596,6/25/21,402580,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,6/25/21,1300,10098766000,Dried Chicken Cartilage Mix
1596,6/25/21,50060,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/25/21,46000,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,6/26/21,315940,10060570145,Hydrolyzed Chicken Feather Meal
1596,6/26/21,187830,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,6/26/21,493042,10098560142,Chicken Fat with BHA 1000
1596,6/26/21,583020,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,6/26/21,950,10098766000,Dried Chicken Cartilage Mix
1596,6/26/21,481830,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/26/21,564140,10230361991,Premium Chicken Fat
1596,6/27/21,49040,10060570145,Hydrolyzed Chicken Feather Meal
1596,6/27/21,92060,10098560142,Chicken Fat with BHA 1000
1596,6/27/21,50020,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,6/27/21,46000,10230361991,Premium Chicken Fat
1596,6/28/21,97940,10060570145,Hydrolyzed Chicken Feather Meal
1596,6/28/21,88920,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,6/28/21,184040,10098560142,Chicken Fat with BHA 1000
1596,6/28/21,252080,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,6/28/21,1100,10098766000,Dried Chicken Cartilage Mix
1596,6/28/21,100100,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/28/21,47000,10230361991,Premium Chicken Fat
1596,6/28/21,46000,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,6/29/21,50320,10060570145,Hydrolyzed Chicken Feather Meal
1596,6/29/21,45980,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,6/29/21,45980,10098560142,Chicken Fat with BHA 1000
1596,6/29/21,101000,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,6/29/21,1600,10098766000,Dried Chicken Cartilage Mix
1596,6/29/21,153740,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/29/21,46080,10230361991,Premium Chicken Fat
1596,6/29/21,46000,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,6/30/21,12978,10098560142,Chicken Fat with BHA 1000
1596,6/30/21,1500,10098766000,Dried Chicken Cartilage Mix
1596,6/30/21,68170,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,6/30/21,92000,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,7/1/21,29420,10060570145,Hydrolyzed Chicken Feather Meal
1596,7/1/21,92000,10098560142,Chicken Fat with BHA 1000
1596,7/1/21,115120,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,7/1/21,1200,10098766000,Dried Chicken Cartilage Mix
1596,7/1/21,101320,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,7/1/21,46020,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,7/2/21,194520,10060570145,Hydrolyzed Chicken Feather Meal
1596,7/2/21,38650,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,7/2/21,184160,10098560142,Chicken Fat with BHA 1000
1596,7/2/21,600,10098766000,Dried Chicken Cartilage Mix
1596,7/2/21,100600,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,7/3/21,168270,10060570145,Hydrolyzed Chicken Feather Meal
1596,7/3/21,62610,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,7/3/21,210434,10098560142,Chicken Fat with BHA 1000
1596,7/3/21,708920,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,7/3/21,305778,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,7/3/21,405060,10230361991,Premium Chicken Fat
1596,7/4/21,50440,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,7/5/21,49760,10060570145,Hydrolyzed Chicken Feather Meal
1596,7/5/21,44400,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,7/5/21,50020,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,7/5/21,2660,10230361991,Premium Chicken Fat
1596,7/6/21,92000,10098560142,Chicken Fat with BHA 1000
1596,7/6/21,50000,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,7/6/21,1200,10098766000,Dried Chicken Cartilage Mix
1596,7/6/21,46000,10230361991,Premium Chicken Fat
1596,7/7/21,16650,10060570145,Hydrolyzed Chicken Feather Meal
1596,7/7/21,27370,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,7/7/21,63466,10098560142,Chicken Fat with BHA 1000
1596,7/7/21,1300,10098766000,Dried Chicken Cartilage Mix
1596,7/7/21,95042,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,7/7/21,46000,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,7/8/21,92060,10060570145,Hydrolyzed Chicken Feather Meal
1596,7/8/21,46000,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,7/8/21,90020,10098560142,Chicken Fat with BHA 1000
1596,7/8/21,33320,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,7/8/21,1450,10098766000,Dried Chicken Cartilage Mix
1596,7/8/21,99200,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,7/9/21,140180,10060570145,Hydrolyzed Chicken Feather Meal
1596,7/9/21,44200,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,7/9/21,184020,10098560142,Chicken Fat with BHA 1000
1596,7/9/21,202140,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,7/9/21,1450,10098766000,Dried Chicken Cartilage Mix
1596,7/9/21,149280,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,7/9/21,12420,10230361991,Premium Chicken Fat
1596,7/9/21,92040,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,7/10/21,199500,10060570145,Hydrolyzed Chicken Feather Meal
1596,7/10/21,68871,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,7/10/21,322000,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,7/10/21,600,10098766000,Dried Chicken Cartilage Mix
1596,7/10/21,250182,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,7/10/21,293440,10230361991,Premium Chicken Fat
1596,7/10/21,46020,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,7/12/21,51000,10060570145,Hydrolyzed Chicken Feather Meal
1596,7/12/21,92000,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,7/12/21,91980,10098560142,Chicken Fat with BHA 1000
1596,7/12/21,249520,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,7/12/21,1500,10098766000,Dried Chicken Cartilage Mix
1596,7/12/21,104160,10176490147,Chicken Meal with Natural Mixed Tocopherals 1200
1596,7/12/21,46000,10230361991,Premium Chicken Fat
1596,7/12/21,92000,10265280147,Premium Chicken Fat with Natural Mix Tocopherols 5000
1596,7/13/21,45320,10060570145,Hydrolyzed Chicken Feather Meal
